field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
R6P	DBF_DOUBLE				"Region 6 preset"	SPC_MOD		1				
R7	DBF_DOUBLE				"Region 7 counts"	SPC_NOMOD		1				
R7BG	DBF_SHORT			GUI_COMMON	"Region 7 bkgrnd chans"	SPC_MOD	TRUE	1				
R7HI	DBF_LONG		"-1"	GUI_COMMON	"Region 7 high channel"	SPC_MOD	TRUE	1				
R7IP	DBF_MENU			GUI_COMMON	"Region 7 is preset"	SPC_MOD	TRUE					mcaR0IP
R7LO	DBF_LONG		"-1"	GUI_COMMON	"Region 7 low channel"	SPC_MOD	TRUE	1				
R7N	DBF_DOUBLE				"Region 7 net counts"	SPC_NOMOD		1				
R7NM	DBF_STRING			GUI_COMMON	"Region 7 name"			1		16		
R7P	DBF_DOUBLE				"Region 7 preset"	SPC_MOD		1				
R8	DBF_DOUBLE				"Region 8 counts"	SPC_NOMOD		1				
R8BG	DBF_SHORT			GUI_COMMON	"Region 8 bkgrnd chans"	SPC_MOD	TRUE	1				
R8HI	DBF_LONG		"-1"	GUI_COMMON	"Region 8 high channel"	SPC_MOD	TRUE	1				
R8IP	DBF_MENU			GUI_COMMON	"Region 8 is preset"	SPC_MOD	TRUE					mcaR0IP
R8LO	DBF_LONG		"-1"	GUI_COMMON	"Region 8 low channel"	SPC_MOD	TRUE	1				
R8N	DBF_DOUBLE				"Region 8 net counts"	SPC_NOMOD		1				
R8NM	DBF_STRING			GUI_COMMON	"Region 8 name"			1		16		
R8P	DBF_DOUBLE				"Region 8 preset"	SPC_MOD		1				
R9	DBF_DOUBLE				"Region 9 counts"	SPC_NOMOD		1				
R9BG	DBF_SHORT			GUI_COMMON	"Region 9 bkgrnd chans"	SPC_MOD	TRUE	1				
R9HI	DBF_LONG		"-1"	GUI_COMMON	"Region 9 high channel"	SPC_MOD	TRUE	1				
R9IP	DBF_MENU			GUI_COMMON	"Region 9 is preset"	SPC_MOD	TRUE					mcaR0IP
R9LO	DBF_LONG		"-1"	GUI_COMMON	"Region 9 low channel"	SPC_MOD	TRUE	1				
R9N	DBF_DOUBLE				"Region 9 net counts"	SPC_NOMOD		1				
R9NM	DBF_STRING			GUI_COMMON	"Region 9 name"			1		16		
R9P	DBF_DOUBLE				"Region 9 preset"	SPC_MOD		1				
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RDNG	DBF_MENU				"Reading array"	SPC_NOMOD		1				mcaREAD
RDNS	DBF_MENU				"Reading status"	SPC_NOMOD		1				mcaREAD
READ	DBF_MENU			GUI_COMMON	"Read array"		TRUE	1				mcaREAD
RMAP	DBF_ULONG				"ROI monitor map"	SPC_NOMOD		4				
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
RTIM	DBF_DOUBLE				"Last read time"	SPC_NOMOD		1				
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEQ	DBF_LONG			GUI_COMMON	"Time sequence #"	SPC_MOD	TRUE	1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SIML	DBF_INLINK			GUI_INPUTS	"Sim Mode Location"	SPC_NOMOD		1				
SIMM	DBF_MENU				"Simulation Mode"			1				menuYesNo
SIMS	DBF_MENU			GUI_INPUTS	"Sim mode Alarm Svrty"			2				menuAlarmSevr
SIOL	DBF_INLINK			GUI_INPUTS	"Sim Input Specifctn"	SPC_NOMOD		1				
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
STIM	DBF_STRING			GUI_DISPLAY	"Acquisition stop time"	SPC_NOMOD		1		40		
STOP	DBF_MENU			GUI_COMMON	"Stop Acquire"		TRUE	1				mcaSTRT
STRT	DBF_MENU			GUI_COMMON	"Start Acquire"		TRUE	1				mcaSTRT
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
TTH	DBF_DOUBLE		"10"	GUI_COMMON	"Two-theta"			1				
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	DBF_NOACCESS				"Value"	SPC_DBADDR	TRUE			4	"void *val"	
VERS	DBF_DOUBLE		"1"		"Code Version"	SPC_NOMOD						
