field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
D26NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D26PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D26PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D27CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d27ca"	
D27CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D27DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d27da"	
D27EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D27HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D27LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D27LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D27NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D27NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D27PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D27PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D28CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d28ca"	
D28CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D28DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d28da"	
D28EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D28HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D28LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D28LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D28NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D28NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D28PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D28PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D29CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d29ca"	
D29CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D29DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d29da"	
D29EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D29HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D29LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D29LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D29NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D29NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D29PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D29PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D30CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d30ca"	
D30CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D30DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d30da"	
D30EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D30HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D30LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D30LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D30NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D30NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D30PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D30PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D31CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d31ca"	
D31CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D31DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d31da"	
D31EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D31HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D31LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D31LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D31NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D31NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D31PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D31PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D32CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d32ca"	
D32CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D32DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d32da"	
D32EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D32HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D32LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D32LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D32NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D32NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D32PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D32PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D33CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d33ca"	
D33CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D33DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d33da"	
D33EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D33HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D33LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D33LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D33NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D33NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D33PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D33PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D34CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d34ca"	
D34CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D34DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d34da"	
D34EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D34HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D34LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D34LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D34NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D34NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D34PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D34PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D35CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d35ca"	
D35CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D35DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d35da"	
D35EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D35HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D35LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D35LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D35NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D35NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D35PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D35PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D36CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d36ca"	
D36CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D36DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d36da"	
D36EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D36HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D36LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D36LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D36NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D36NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D36PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D36PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D37CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d37ca"	
D37CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D37DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d37da"	
D37EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D37HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D37LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D37LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D37NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D37NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D37PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D37PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D38CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d38ca"	
D38CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D38DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d38da"	
D38EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D38HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D38LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D38LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D38NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D38NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D38PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D38PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D39CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d39ca"	
D39CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D39DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d39da"	
D39EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D39HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D39LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D39LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D39NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D39NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D39PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D39PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D40CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d40ca"	
D40CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D40DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d40da"	
D40EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D40HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D40LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D40LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D40NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D40NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D40PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D40PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D41CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d41ca"	
D41CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D41DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d41da"	
D41EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D41HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D41LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D41LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D41NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D41NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D41PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D41PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D42CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d42ca"	
D42CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D42DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d42da"	
D42EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D42HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D42LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D42LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D42NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D42NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D42PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D42PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D43CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d43ca"	
D43CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D43DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d43da"	
D43EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D43HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D43LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D43LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D43NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D43NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D43PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D43PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D44CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d44ca"	
D44CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D44DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d44da"	
D44EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D44HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D44LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D44LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D44NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D44NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D44PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D44PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D45CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d45ca"	
D45CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D45DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d45da"	
D45EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D45HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D45LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D45LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D45NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D45NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D45PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D45PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D46CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d46ca"	
D46CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D46DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d46da"	
D46EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D46HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D46LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D46LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D46NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D46NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D46PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D46PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D47CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d47ca"	
D47CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D47DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d47da"	
D47EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D47HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D47LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D47LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D47NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D47NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D47PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D47PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D48CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d48ca"	
D48CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D48DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d48da"	
D48EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D48HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D48LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D48LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D48NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D48NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D48PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D48PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D49CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d49ca"	
D49CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D49DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d49da"	
D49EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D49HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D49LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D49LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D49NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D49NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D49PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D49PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D50CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d50ca"	
D50CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D50DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d50da"	
D50EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D50HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D50LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D50LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D50NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D50NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D50PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D50PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D51CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d51ca"	
D51CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D51DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d51da"	
D51EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D51HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D51LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D51LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D51NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D51NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D51PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D51PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D52CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d52ca"	
D52CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D52DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d52da"	
D52EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D52HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D52LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D52LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D52NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D52NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D52PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D52PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D53CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d53ca"	
D53CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D53DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d53da"	
D53EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D53HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D53LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D53LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D53NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D53NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D53PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D53PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D54CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d54ca"	
D54CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D54DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d54da"	
D54EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D54HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D54LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D54LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D54NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D54NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D54PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D54PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D55CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d55ca"	
D55CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D55DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d55da"	
